County,Property Name,Address,Address Description,City,Listed Date
Jackson,"Squiers, J.E, House and Garage",418 W Pleasant St ,,Maquoketa,09-Aug-91
Jackson,"Organ, Alexander, House",607 W Summit St ,,Maquoketa,09-Aug-91
Jackson,Bassnett--Nickerson House,116 S Vermont St ,,Maquoketa,24-Jul-92
Jackson,Maquoketa Company-Clinton Machine Company Administration Building,605 E Maple St ,,Maquoketa,23-Aug-06
Jackson,New Era Building,115 E Platt St ,115-117 E Platt,Maquoketa,09-Aug-91
Jackson,Maquoketa Caves State Park Historic District,,"5 miles NW of Maquoketa,",Maquoketa,23-Dec-91
Jackson,Mitchell- Maskrey Mill,120 E Pleasant St ,,Maquoketa,09-Aug-91
Jackson,"Swigert, W. B. , House",309 N Main St ,,Maquoketa,09-Aug-91
Jackson,"Williams, Seneca, Mill",,1/2 mile E. of Maquoketa on IA 64,Maquoketa,01-Sep-76
Jackson,"Godard, Milton, House",,S side Co. Rd (7 St) SW of Maquoketa,Maquoketa,24-Jul-92
Jackson,"Wilson, Anson, House",,"1/2 mile S. of Maquoketa, off US 61",Maquoketa,17-Nov-77
Jackson,West Pleasant Street Historic District,,W Pleasant St between 2nd and Prospect,Maquoketa,09-Aug-91
Jackson,I.O.O.F. Building,103 N Main St ,,Maquoketa,09-Aug-91
Jackson,Decker House Hotel,128 N Main St ,,Maquoketa,29-Dec-78
Jackson,"Martin, Dr. G.S., House",311 S 2nd St ,,Maquoketa,30-Dec-91
Jackson,Lyon Block,112 N Main St ,112-116 N Main St,Maquoketa,09-Aug-91
Jackson,"Johnson, Mrs. Lydia, House",209 E Locust St ,,Maquoketa,09-Aug-91
Jackson,"Anderson, D.H., House",315 E Locust St ,,Maquoketa,09-Aug-91
Jackson,Maquoketa Free Public Library,126 S 2nd St ,Second and Pleasant,Maquoketa,27-Dec-89
Jackson,"Lubben, Henry, House, Smokehouse, and Springhouse",,1.25 miles N. of Baldwin,Monmouth,24-Jul-92
Jackson,St. Lawrence Catholic Church District,,Bellevue--Cascade Rd (Co. Rd D61)W of jct w/US 61,Otter Creek,24-Jul-92
Jackson,"Polygonal Barn, Van Buren Township",,1.5 miles NE of Preston,Preston,30-Jun-86
Jackson,"Wood, Jeremiah, House",802  River St ,,Sabula,10-Nov-82
Jackson,Savanna-Sabula Bridge,,1 mile N. of Sabula State Hwy 64/US Hwy 52 over Mississippi,Sabula,27-Aug-99
Jackson,"Dominy, John S., House",605  Pearl St ,,Sabula,24-Jul-92
Jackson,Gehlen House and Barn,101 N Main St ,,Saint Donatus,18-Jun-79
Jackson,Village of Saint Donatus Historic District,,Jct of Main and 1st Sts.,Saint Donatus,08-Nov-89
Jackson,Kegler Gonner Store and Post Office,100 E Main St ,,Springbrook,27-Jun-85
Jasper,"Hall, James Norman, House",416 E Howard St ,,Colfax,12-Jul-84
Jasper,Lynnville Mill and Dam,  East St ,Located on the N end of East St.,Lynnville,25-Nov-77
Jasper,Byal Orchard Historic District, W 108th St ,1.5 mi S of Jct w/IA 223,Mingo,28-Oct-94
Jasper,Red Bridge,,"Located 4.5 miles NE of Monroe on Skunk River, Co. Rd. S74",Monroe,15-May-98
Jasper,"Long, J. G. and Regina, House at Maple Grove Hill Farm",5716  County Road F70  ,"Approx 1/2 mile W of Monroe, on Co Rd F70",Monroe,14-Apr-97
Jasper,"Bergman, August H., House",629  1st Ave E,,Newton,13-Jul-89
Jasper,Jasper County Courthouse,  1st Ave W,Located on 1st Ave. W between W. 1st & W. 2nd Streets.,Newton,02-Jul-81
Jasper,St. Stephen's Episcopal Church,223 E 4th St N,AKA 317 N 3rd Ave E,Newton,22-Sep-77
Jasper,"Hough, Emerson, Elementary School",700 N 4th Ave E,,Newton,24-Oct-02
Jasper,"Arthur, Thomas, House",322 N 8th Ave E,,Newton,07-Oct-82
Jasper,"Maytag, Fred, Park Historic District",301 S 11th Ave W,,Newton,10-Nov-10
Jasper,German Evangelical Reformed Church,,"Approx. 6 miles SE of Baxter on State Hwy 14, N of Newton",Newton,07-Mar-79
Jefferson,Iowa Malleable Iron Company,600 N 9th St ,"600-608 N 9th St, 9th and Kirkwood Sts",Fairfield,22-Feb-99
Jefferson,"Beck, James A., House",401 E Burlington Ave ,,Fairfield,29-Mar-78
Jefferson,"Wells, Stubbs, House",508 E Burlington Ave ,,Fairfield,10-Nov-85
Jefferson,Fairfield Public Library,  Court St ,Court & Washington,Fairfield,23-May-83
Jefferson,McElhinny House,300 N Court St ,,Fairfield,19-Dec-77
Jefferson,"Wells, George A., House",304 S Main St ,,Fairfield,27-Jan-83
Jefferson,"Clarke, James F, House",500 S Main St ,,Fairfield,08-Feb-80
Jefferson,"Fryer, O. F. and Lulu E.,  House",902 S Main St ,,Fairfield,05-Feb-99
Jefferson,"Louden, Robert Bruce, House",107 W Washington Ave ,,Fairfield,22-Feb-99
Jefferson,Evergreen Ridge Stock Farmstead Historic District,2224  Hwy 1  S,"W side, 0.2 mi S of junction w/ County Rd H43",Fairfield,21-Jun-07
Jefferson,Louden Whirl Around,905 E Harrison Ave ,,Fairfield,22-Feb-99
Jefferson,Wilson Building,106 S Court St ,106 & 108 S. Court St.,Fairfield,24-Jan-91
Jefferson,"Louden Machinery Co., Inc.",607 W Broadway Ave ,,Fairfield,22-Feb-99
Jefferson,"Louden, William, House",501 W Washington Ave ,,Fairfield,18-Feb-99
Jefferson,Former United States Post Office Building,110 S Court St ,,Fairfield,24-Jan-91
Jefferson,Jefferson County Courthouse,  Court St ,N. side of Briggs between Main & Court,Fairfield,02-Jul-81
Jefferson,Old Settlers' Association Park and Rhodham Bonnifield House,  B St ,Water Works Park,Fairfield,14-Aug-86
Jefferson,"Louden, R. Bruce and May W., House",501 W Adams Ave ,,Fairfield,12-Sep-03
Jefferson,"Louden, Roy and Antoinette, House",905 E Adams Ave ,,Fairfield,26-Feb-99
Jefferson,Henn Mansion,  Merrill Ave ,"Bounded by Merrill Ave., IA 1 and Carter Memorial Dr.",Fairfield,11-Jan-83
Jefferson,Architecture of Henry K. Holsman Historic Campus District,  Merrill Ave ,"Bounded by Merrill Ave., IA 1 and Carter Memorial Dr.",Fairfield,31-Oct-83
Jefferson,"Burnett, Montgomery, House",605 N 3rd St ,,Fairfield,27-Jan-83
Jefferson,"Ball, W. C., House",,Approx 3 miles N of Fairfield,Fairfield,04-Apr-85
Jefferson,"Luedtke, August and Vera, Barn",1938  185th St ,,Fairfield,22-Feb-99
Jefferson,"Wilson, U.S. Senator James F., House",805 S Main St ,,Fairfield,24-Jan-91
Jefferson,Louden Monorail System in the Auto Repair Shop,117 E Broadway Ave ,,Fairfield,22-Feb-99
Jefferson,New Sweden Chapel,,Approx 1.5 miles NW of Lockridge,Lockridge,25-Mar-77
Jefferson,"Fulton, Fred and Rosa, Barn",1210  278th Blvd ,,Selma,22-Feb-99
Johnson,Coralville Union Ecclesiastical Church,405  2nd Ave ,,Coralville,11-Apr-77
Johnson,Coralville Public School,402  5th St ,402-404 5th St,Coralville,11-Jan-74
Johnson,Washington Township Center High School,,SW of Frytown,Frytown,15-Dec-79
Johnson,"Pratt, A. W., House",503  Melrose Ave ,,Iowa City,03-Feb-83
Johnson,"Cannon, Wilbur D. and Hattie, House",320  Melrose Ave ,,Iowa City,07-Oct-94
Johnson,North Presbyterian Church,26 E Market St ,,Iowa City,28-Aug-73
Johnson,St. Mary's Rectory,610 E Jefferson St ,,Iowa City,07-Jul-95
Johnson,Van Patten House,9 S Linn St ,7 - 9 S Linn St,Iowa City,27-Jan-83
Johnson,Billingsley-Hills House,629  Melrose Ave ,,Iowa City,21-Jan-83
Johnson,"Wetherby, Isaac A., House",611 N Governor St ,moved from 935 E Market St,Iowa City,17-Mar-09
Johnson,Economy Advertising Company,119 N Linn St ,119-123 N. Linn St.,Iowa City,28-Apr-86
Johnson,Kirkwood House,1101  Kirkwood Ave ,,Iowa City,17-Sep-74
Johnson,Muscatine Avenue Moffitt Cottage Historic District,1322  Muscatine Ave ,1322-1330 Muscatine Ave,Iowa City,04-May-93
Johnson,Czecho Slovakian Association Hall,524 N Johnson St ,,Iowa City,07-Nov-76
Johnson,Boerner-Fry Company/Davis Hotel,332 E Washington St ,,Iowa City,27-Jan-83
Johnson,Original St. Mary's Rectory,610 E Jefferson St ,,Iowa City,07-Jul-95
Johnson,St. Mary's Church and Rectory,220 E Jefferson St ,220-230 E Jefferson St,Iowa City,08-Feb-80
Johnson,Park House Hotel,130 E Jefferson St ,,Iowa City,11-Dec-78
Johnson,Windrem House,604 E Iowa Ave ,,Iowa City,13-Sep-77
Johnson,Clark House,829  Kirkwood Ave ,,Iowa City,16-May-96
Johnson,Schindhelm-Drews House,410 N Lucas St ,,Iowa City,28-Jan-94
Johnson,Bethel A. M. E. Church,411 S Governor St ,,Iowa City,27-Sep-00
Johnson,Union Brewery,127 N Linn St ,127-131 N Linn St,Iowa City,10-Apr-86
Johnson,Melrose Historic District,,"Portions of Melrose Ave, Pl, Ct and Brookland Park Dr, Pl",Iowa City,06-Dec-04
Johnson,Gilbert-Linn Street Historic District,,portions of 300-600 blocks of N Gilbert and N Linn Sts,Iowa City,21-Apr-05
Johnson,Jefferson Street Historic District,,portions of 100-400 blocks of E Jefferson St,Iowa City,29-Sep-04
Johnson,Longfellow Historic District,,"Bounded by Court, Rundell, Sheridan Sts and Longfellow Schoo",Iowa City,12-Sep-02
Johnson,Pentacrest,,"Clinton, Madison, Jefferson & Washington St.",Iowa City,29-Mar-78
Johnson,Paul--Helen Building,207 E Washington St ,207-215 E Washington St./207-219 E Washington,Iowa City,10-Apr-86
Johnson,Letovsky-Rohret House,515 E Davenport St ,,Iowa City,12-Apr-82
Johnson,"Ashton, Ned, House",820  Park Rd ,,Iowa City,26-Jan-01
Johnson,"Harvat, Emma, and Mary Stach House",332 E Davenport St ,,Iowa City,11-May-00
Johnson,"Chicago, Rock Island, and Pacific Passenger Station",115  Wright St ,,Iowa City,10-Dec-82
Johnson,Englert Theatre,221 E Washington St ,,Iowa City,30-Aug-01
Johnson,Vogt House,800 N Van Buren St ,,Iowa City,24-Jul-78
Johnson,Summit Apartment Building,228 S Summit St ,,Iowa City,29-Sep-83
Johnson,Cavanaugh- Zetek House,704 N Reno St ,,Iowa City,16-Sep-77
Johnson,"Johnson, Sylvanus, House",2155  Prairie du Chien Rd ,,Iowa City,06-Dec-90
Johnson,Nicking House,410 E Market St ,,Iowa City,21-Apr-75
Johnson,South Summit Street District,,301 through 818 S Summit St,Iowa City,09-Oct-73
Johnson,Old Post Office,28 S Linn St ,,Iowa City,17-Apr-79
Johnson,Close House,538 S Gilbert St ,,Iowa City,31-May-74
Johnson,College Green Historic District,,"Bounded by Burlington, Summit, Washington and Van Buren Sts",Iowa City,09-Jul-97
Johnson,Brown Street Historic District,,Brown St from W of Linn to Governor,Iowa City,23-Sep-94
Johnson,Woodlawn Historic District,,"E end of Iowa Ave, Y junction of Iowa, Evans, Muscatine Aves",Iowa City,26-Mar-79
Johnson,Roberts Octagon Barn,,6 miles SW of Iowa City,Iowa City,30-Jun-86
Johnson,Secrest Octagon Barn,,6 miles E. of Iowa City,Iowa City,05-Nov-74
Johnson,"McCollister, James, Farmstead",2460 S Gilbert St ,"Along S Boundary of Iowa City, SE of jct. Of US 6 and US 218",Iowa City,08-Oct-76
Johnson,First Johnson County Asylum,,2 miles W. of Iowa City,Iowa City,31-Aug-78
Johnson,First Welsh Congregational Church,,5 miles SW. of Iowa City off IA 1,Iowa City,13-Apr-77
Johnson,"Ford, Arthur Hillyer, House",228  Brown St ,,Iowa City,10-Apr-86
Johnson,"Berryhill, Charles, House",414  Brown St ,,Iowa City,31-May-79
Johnson,"Shimek, Bohumil, House",529  Brown St ,,Iowa City,23-Dec-91
Johnson,Plum Grove,1030  Carroll Ave ,,Iowa City,07-May-73
Johnson,Trinity Episcopal Church,321 E College St ,,Iowa City,31-Dec-74
Johnson,Jackson-Swisher House and Carriage House,120 E Fairchild St ,,Iowa City,10-Nov-82
Johnson,"Rittenmeyer, F. X., House",630 E Fairchild St ,,Iowa City,31-May-79
Johnson,"Bostick, William, House",115 N Gilbert St ,,Iowa City,28-Mar-96
Johnson,"Wentz, Jacob, House",219 N Gilbert St ,,Iowa City,27-Aug-74
Johnson,Rose Hill,1415 E Davenport St ,,Iowa City,28-Apr-92
Johnson,Oakes-Wood House,1142 E Court St ,,Iowa City,14-Apr-78
Johnson,"Carson, Thomas C., House",906 E College St ,,Iowa City,09-Sep-82
Johnson,Franklin Printing House,115 S Dubuque St ,,Iowa City,10-Apr-86
Johnson,Old Capitol, N Clinton St ,At Iowa Ave. University of Iowa Campus,Iowa City,31-May-72
Johnson,East College Street Historic District,,E College St between Summit St and Muscatine Ave,Iowa City,09-Jul-97
Johnson,College Block Building,125 E College St ,aka 127 E. College Street,Iowa City,23-Jul-73
Johnson,Johnson County Courthouse, S Clinton St ,,Iowa City,27-Mar-75
Johnson,Congregational Church of Iowa City,30 N Clinton St ,,Iowa City,18-Jun-73
Johnson,"Lindsay, Jack,  House",935 E College St ,,Iowa City,02-Aug-77
Johnson,"State Quarry, Old",,"0.1 mi S of S end of Rice Ridge Lane NE, Coralville Lake",North Liberty,23-Feb-98
Johnson,"Ranshaw, Samuel and Emma A., House",515 W Penn St ,,North Liberty,26-Sep-12
Johnson,"White, H. A., General Store and House",10 W Cherry St ,,North Liberty,12-Jan-84
Johnson,Oxford Commercial Historic District,,Augusta Ave. between Wilson St. & Center St.,Oxford,02-May-97
Johnson,Miller Round Barn,,"4.5 miles W. of Hills, Co. Rd. F62 Sharon Center",Sharon Center,30-Jun-86
Johnson,Saints Peter and Paul Catholic Church,1165 NE Taft Ave ,,Solon,09-Jul-97
Johnson,Henyon-Kasper-Duffy Barn,2520  Iowa Highway 1  NE,,Solon,02-Jan-04
Johnson,Buresh Farm,,"3.5 miles W of Solon, W. of Solon off IA 382",Solon,29-Apr-77
Johnson,Sutliff Bridge,  Sutliff Rd ,"5 miles NE of Solon,  11 mi NE of Iowa City",Solon,15-May-98
Johnson,Cottage at Rock and Dubuque Streets,331 N Dubuque St ,SW Corner of Rock and Dubuque Sts.,Solon,03-Jan-85
Johnson,Stone Academy,,2 miles N. of Solon on Hwy 1,Solon,16-Jan-01
Johnson,Polygonal Barn,,"6 miles NE of Hills,  Off US 6, West Liberty",West Liberty,30-Jun-86
Jones,Anamosa Public Library,100 E 1st St ,,Anamosa,23-May-83
Jones,Anamosa Main Street Historic District,,200-300 blocks W Main; 100 Block E Main,Anamosa,29-Jan-09
Jones,"Farm No. 1, Iowa Men's Reformatory",,County Trunk Highway E28,Anamosa,18-Dec-92
Jones,Antioch School,  Hwy 64  ,4 mi E of Anamosa on Hwy 64,Anamosa,16-Jan-01
Jones,Rick's Brewery,12412  Buffalo Rd ,,Anamosa,12-Mar-99
Jones,"Shaw, Colonel William T. and Elizabeth C., House",509 S Oak St ,,Anamosa,27-Nov-92
Jones,Jones County Courthouse,500 W Main St ,,Anamosa,28-Aug-03
Jones,Hale Bridge,,"Wapsipinicon River near mouth of Dutch Creek, Wapsi St Park",Anamosa,04-Jun-08
Jones,Iowa Men's Reformatory Cemetery,,County Trunk Highway E28,Anamosa,18-Dec-92
Jones,Fremont Mill Bridge,,7 mi E of Anamosa,Anamosa,15-May-98
Jones,Lower Road Bridge,  Buffalo Rd ,.6 mi NW  Anamosa over Wapsipinicon River branch,Anamosa,15-May-98
Jones,Iowa Men's Reformatory Historic District, N High St ,,Anamosa,18-Dec-92
Jones,"State Quarry, Iowa Men's Reformatory",,,Anamosa,18-Dec-92
Jones,St. Luke's Methodist Church,211 N Sycamore St ,,Monticello,17-Jan-02
Jones,"Farwell, S. S., House",301 N Chestnut St ,,Monticello,27-Apr-79
Jones,Ely's Stone Bridge,  Hardscrabble Rd ,Hardscrabble Road over Wet Creek,Monticello,07-Mar-79
Jones,Moore's Ford Bridge,  25th Ave ,14.2 miles NE of Monticello City over White Water Creek,Monticello,15-May-98
Jones,Oddfellows Hall,203 W 1st St ,,Monticello,27-Jun-85
Jones,Corbett's/Eby's Mill Bridge,,Approx  3 miles NE of Scotch Grove,Scotch Grove,11-Apr-85
Jones,Saint Joseph's Roman Catholic Church,12472  County Rd X28  ,Town of Stone City,Stone City,24-Aug-05
Jones,"Green, John A., Estate",,Just outside of Stone City,Stone City,31-Aug-78
Jones,Stone City Historic District,,"Stone City Rd, Dearborn Rd, and County Rd X28",Stone City,21-Nov-08
Jones,"Calkins, Dr. Martin H., House and Office",  Washington St ,N.W. corner of Washington & Main Sts.,Wyoming,05-Mar-82
Keokuk,Hayesville Independent School,231  Washington St ,,Hayesville,03-Aug-90
Keokuk,Saints Peter and Paul Roman Catholic Church,,4.5 miles SW of Keota,Keota,06-Aug-86
Keokuk,"Singmaster, C. F. and Mary, House",32263  190th St ,1.5 miles NW of Keota,Keota,16-Jan-98
Keokuk,Public Square Historic District,,"Square + 1/2 block & 113-120 N. Jefferson, 115 W. Washington",Sigourney,29-Apr-99
Keokuk,Keokuk County Courthouse,  Main St ,Main St. between Washington and Marion St.,Sigourney,02-Jul-81
Keokuk,Sigourney Public Library,203 N Jefferson St ,,Sigourney,23-May-83
Keokuk,Lancaster School House,,4 miles SE of Sigourney,Sigourney,04-Oct-84
Keokuk,"White, Thedore, House",  Broadway St ,,South English,14-Jul-83
Keokuk,Bruce Goldfish Fisheries,,1 mile e. of Thornburg,Thornburg,20-Sep-82
Keokuk,Masonic Opera House,201  Barnes St ,,What Cheer,04-Jun-73
Kossuth,"Dau, William C. and Hertha, House",315 S Dodge St ,,Algona,29-Jul-93
Kossuth,Land and Loan Office Building,123 E State St ,,Algona,19-Mar-98
Kossuth,LuVerne City Jail,307  3rd St ,,Luverne,18-Dec-92
Kossuth,Des Moines River Bridge,,6.9 miles SW of Swea City/crosses E fork of Des Moines River,Swea City,15-May-98
Lee,Bridgeport Bridge,,3.5 miles NW of Denmark,Denmark,15-May-98
Lee,Denmark Congregational Church,  4th St ,Corner of 4th and Academy,Denmark,02-Dec-77
Lee,"McGreer, John, Barn and Crib",2056  150th Ave ,3 mi WNW ofDonnellson,Donnellson,08-Aug-01
Lee,Sharon Cemetery Historic District,,7 miles NW of Donnelson,Donnellson,11-Jan-91
Lee,Primrose Mill,,4 miles NW of Donnelson,Donnellson,17-Mar-83
Lee,"Sheaffer, Craig and Virginia, House",10  High Point  ,,Fort Madison,22-Apr-93
Lee,Faeth Farmstead and Orchard District,2469  Hwy 2  ,,Fort Madison,16-Sep-05
Lee,Iowa State Penitentiary Cellhouses Historic District,  G Ave ,Avenue G and STH 61,Fort Madison,18-Dec-92
Lee,"Sheaffer, Walter A., House",11  High Point  ,,Fort Madison,19-Sep-06
Lee,"Moyce, John, House",1615  H Ave ,,Fort Madison,02-May-97
Lee,Old Fort Madison,313  H Ave ,313-335 Ave H,Fort Madison,07-May-73
Lee,"Atchison, Topeka, and Santa Fe Passenger and Freight Complex Historic District",902  H Ave ,formerly Front St,Fort Madison,05-Mar-92
Lee,"Schlapp, George, House",639  C Ave ,,Fort Madison,04-Feb-82
Lee,Fort Madison Downtown Commercial Historic District,,Area basically along Ave. G and Ave. H between 6th and 9th,Fort Madison,31-Aug-07
Lee,Albright House,716  F Ave ,716-718 Ave. F,Fort Madison,24-Jul-78
Lee,Fort Madison Bridge,  Hwy 9  ,E of Fort Madison over Mississippi River,Fort Madison,27-Aug-99
Lee,"McConn, Daniel, Barn",2095  Hwy 61  ,2 miles NE of Fort Madison,Fort Madison,26-May-00
Lee,Cattermole Memorial Library,614  7th St ,former address: 212 Pine,Fort Madison,05-Apr-84
Lee,"Beck, Chief Justice Joseph M., House",630  E Ave ,,Fort Madison,21-Jul-88
Lee,Lee County Court House,701  F Ave ,,Fort Madison,30-Sep-76
Lee,Saint Mary of the Assumption Church,1031  E Ave ,NE corner of 11th St and Ave E,Fort Madison,08-Feb-80
Lee,"Herschler, Christian and Katharina, House, Barn and Outbuildings Historic District",  6th St ,6th and Green Sts,Franklin,16-Feb-96
Lee,Mississippi River Lock and Dam #19,525 N Water St ,Mississippi River Mile 364.2,Keokuk,19-Oct-78
Lee,"Belknap, General William Worth, House",511 N 3rd St ,,Keokuk,10-Oct-75
Lee,"Sample, Hugh W. and Sarah, House",205 N 2nd St ,,Keokuk,22-Nov-95
Lee,"Verity, George M.",  Victory Park  ,"Along river front in Keokuk River Museum, Victory Park",Keokuk,20-Dec-89
Lee,"Weber, Alois and Annie, House",802  Orleans St ,,Keokuk,09-Apr-02
Lee,"Weess, Frank J., House",224  Morgan St ,224-226 Morgan St,Keokuk,22-May-78
Lee,Hotel Iowa,401  Main St ,,Keokuk,05-Feb-87
Lee,St. John's Episcoal Church,  4th St ,4th and Concert (400 Concert),Keokuk,11-Jul-89
Lee,"Curtis, Major General Samuel, House",206  High St ,,Keokuk,23-Apr-98
Lee,"Joy, C. R., House",816  Grand Ave ,aka 820 Grand Ave; includes former site of 826 Grand,Keokuk,16-Jan-97
Lee,"Irwin, John N. and Mary L. (Rankin), House",633  Grand Ave ,,Keokuk,14-Oct-99
Lee,Keokuk Young Women's Christian Association Building,425  Blondeau St ,,Keokuk,12-Oct-04
Lee,Park Place/Grand Avenue Historic District,,"4th @ Park Pl & Orleans St, N up Grand Ave to Rand Park",Keokuk,12-Sep-02
Lee,St. Peter's Church,301 S 9th St ,,Keokuk,14-Jul-83
Lee,U.S. Post Office and Courthouse,25 N 7th St ,,Keokuk,24-Jan-74
Lee,"Miller, Justice Samuel Freeman, House",318 N 5th St ,,Keokuk,10-Oct-72
Lee,"Harrison, E. H., House",220 N 4th St ,,Keokuk,12-Jan-84
Lee,Keokuk National Cemetery,1701  J St ,,Keokuk,04-Jun-97
Lee,Saint Barnabas Chapel,  Chestnut St ,300 block of Chestnut St,Montrose,11-Apr-86
Linn,Notbohm Mill Archaeological District, E Otter Rd ,,Alburnett,29-Mar-00
Linn,Bertram Bridge,  Ely St ,Over Big Creek,Bertram,15-May-98
Linn,"Sinclair, T. M., Mansion",2160  Linden Dr SE,,Cedar Rapids,12-Dec-76
Linn,"Perkins, Charles W. and Nellie, House",1228  3rd Ave SE,,Cedar Rapids,09-May-02
Linn,Cedar Rapids Pump Company Factory and Warehouse,605  G Ave NW,,Cedar Rapids,06-Nov-12
Linn,"Armstrong, Robert and Esther, House",370  34th St SE,,Cedar Rapids,16-Nov-89
Linn,Moslem Temple,1335  9th St NW,,Cedar Rapids,15-May-96
Linn,Brown Apartments,1234  4th Ave SE,1234-1238 4th Ave SE,Cedar Rapids,17-Mar-10
Linn,"Brewer, Luther A. and Elinore T., House",847  4th Ave SE,,Cedar Rapids,23-Apr-00
Linn,Iowa Building,221  4th Ave SE,,Cedar Rapids,17-Feb-83
Linn,Lattner Auditorium Building,217  4th Ave SE,,Cedar Rapids,17-Feb-83
Linn,C.S.P.S. Hall,1105  3rd St SE,AKA 1101 3rd St SE,Cedar Rapids,29-Nov-78
Linn,People's Saving Bank,101  3rd Ave SW,,Cedar Rapids,29-Mar-78
Linn,St. Paul Methodist Episcopal Church,1340  3rd Ave SE,,Cedar Rapids,27-Jun-85
Linn,2nd and 3rd Avenue Historic District,,2nd and 3rd Avenue SE Between 14th and 19th Sts.,Cedar Rapids,10-Aug-00
